query,description,label
I am a CS student and need a heavy-duty laptop for engineering.,"lenovo Lenovo ThinkBook 15 Gen 5 21JF0026MJ Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11) with ryzen 7 processor, 16GB RAM, integrated GPU, priced at $647.88, 16.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"acer Acer Aspire 5 A515-58M NX.KHFSI.003 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home) with core i3 processor, 8GB RAM, integrated GPU, priced at $515.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"asus Asus VivoBook 15 X515MA-BR022WS Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home) with celeron processor, 8GB RAM, integrated GPU, priced at $338.28, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"fujitsu Fujitsu CH 4ZR1L82434 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11) with core i7 processor, 16GB RAM, integrated GPU, priced at $887.88, 13.3-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"asus Asus Vivobook 15X OLED M3504YA-LK752WS Laptop (AMD Ryzen 7 7730U/ 16GB/ 1TB SSD/ Win11 Home) with ryzen 7 processor, 16GB RAM, integrated GPU, priced at $881.56, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"asus Asus Vivobook 15 X1502ZA-EJ993WS Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11) with core i3 processor, 16GB RAM, integrated GPU, priced at $539.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"asus Asus Vivobook 15 X1504ZA-NJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11) with core i5 processor, 16GB RAM, integrated GPU, priced at $724.55, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"hp HP Pavilion 15-eg3018TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home) with core i5 processor, 16GB RAM, integrated GPU, priced at $910.68, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"hp HP 15s-fq3066TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home) with celeron processor, 8GB RAM, integrated GPU, priced at $335.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"lenovo Lenovo Ideapad 3 15ITL06 82H803GUIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11) with core i3 processor, 8GB RAM, integrated GPU, priced at $444.00, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"lenovo Lenovo IdeaPad Flex 5 82Y00053IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home) with core i7 processor, 16GB RAM, integrated GPU, priced at $1058.28, 14.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"lenovo Lenovo IdeaPad 3 82H803HRIN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home) with core i7 processor, 16GB RAM, integrated GPU, priced at $755.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"asus Asus Vivobook Pro 15 M6500QC-HN751WS Laptop (AMD Ryzen 7 5800HS/ 16 GB RAM/ 1 TB SSD/ Win 11/ 4 GB Graphics) with ryzen 7 processor, 16GB RAM, dedicated GPU, priced at $887.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"asus Asus Vivobook Pro 15 M6500QC-HN551WS Laptop (AMD Ryzen 5 5600HS/ 16 GB RAM/ 1 TB SSD/ Win 11/ 4 GB Graphics) with ryzen 5 processor, 16GB RAM, dedicated GPU, priced at $839.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"lenovo Lenovo Ideapad Slim 5 82XE004QIN Laptop (AMD Ryzen 5 7530U/ 16 GB RAM/ 512 GB SSD/ Win 11) with ryzen 5 processor, 16GB RAM, integrated GPU, priced at $796.67, 14.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"hp HP 250 G9 7N179PA Laptop (12th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11) with core i5 processor, 8GB RAM, integrated GPU, priced at $731.99, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"lenovo Lenovo Ideapad Slim 5 82XF007CIN Laptop (13th Gen Core i5/ 16 GB RAM/ 1 TB SSD/ Win 11) with core i5 processor, 16GB RAM, integrated GPU, priced at $863.88, 16.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"lenovo Lenovo IdeaPad Slim 5i 83BG000DIN Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11) with core i5 processor, 16GB RAM, integrated GPU, priced at $742.31, 16.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"asus Asus Vivobook 16X 2023 K3605ZC-MBN752WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph) with core i7 processor, 16GB RAM, dedicated GPU, priced at $1187.88, 16.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"lenovo Lenovo IdeaPad Slim 3 82RK00VVIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11) with core i3 processor, 8GB RAM, integrated GPU, priced at $443.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"dell Dell Inspiron 3530 IN3530RW8JY001ORS1 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11 Home) with core i5 processor, 8GB RAM, integrated GPU, priced at $719.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"acer Acer Aspire 7 A715-76G UN.QMYSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph) with core i5 processor, 16GB RAM, dedicated GPU, priced at $683.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"acer Acer Aspire 7 A715-76G NH.QMYSI.001 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph) with core i5 processor, 8GB RAM, dedicated GPU, priced at $635.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"asus Asus TUF Gaming F15 90NR0GW1-M00F00 Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph) with core i7 processor, 16GB RAM, dedicated GPU, priced at $1091.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"asus Asus Vivobook 16X 2023 K3605ZV-MBN741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11) with core i7 processor, 16GB RAM, dedicated GPU, priced at $1379.88, 16.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"asus Asus Chromebook CX1400CKA-EK0257 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS) with celeron processor, 4GB RAM, integrated GPU, priced at $203.88, 14.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"asus Asus Chromebook CX1400FKA-EC0158 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS) with celeron processor, 4GB RAM, integrated GPU, priced at $309.01, 14.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"asus Asus Chromebook CX1400CKA-EK0335 Laptop (Celeron N4500/ 4GB/ 128GB eMMC/ Chrome OS) with celeron processor, 4GB RAM, integrated GPU, priced at $227.88, 14.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"asus Asus Vivobook 16 2023 X1605ZAB-MB322WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home) with core i3 processor, 8GB RAM, integrated GPU, priced at $535.67, 16.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"hp HP 250 G9 7M659PA Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11) with core i3 processor, 8GB RAM, integrated GPU, priced at $533.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"asus Asus Chromebook CX1500CKA-EJ0275 Laptop (Celeron N4500/ 8GB/ 64GB eMMC/ Chrome OS) with celeron processor, 8GB RAM, integrated GPU, priced at $275.89, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"gigabyte Gigabyte G5 KF-E3IN313SH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 8GB Graph) with core i5 processor, 8GB RAM, dedicated GPU, priced at $1079.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"lenovo Lenovo IdeaPad Slim 5 16IAH8 83BG000PIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11) with core i5 processor, 16GB RAM, integrated GPU, priced at $746.28, 16.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"asus Asus Vivobook 16X K3605ZU-MBN742WS Laptop (12th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6GB Graphics) with core i7 processor, 16GB RAM, dedicated GPU, priced at $1181.62, 16.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"lenovo Lenovo IdeaPad Flex 5 82Y0004YIN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home) with core i3 processor, 8GB RAM, integrated GPU, priced at $707.88, 14.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"lenovo Lenovo IdeaPad Slim 5 14IAH8 83BF000UIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11) with core i5 processor, 16GB RAM, integrated GPU, priced at $722.28, 14.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"fujitsu Fujitsu UH-X 4ZR1M37246 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11) with core i5 processor, 16GB RAM, integrated GPU, priced at $887.88, 14.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"lenovo Lenovo IdeaPad Slim 5 82XE0072IN Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11) with ryzen 7 processor, 16GB RAM, integrated GPU, priced at $770.28, 14.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"lenovo Lenovo IdeaPad Slim 3 82XQ008UIN Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home) with ryzen 5 processor, 8GB RAM, integrated GPU, priced at $503.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"lenovo Lenovo IdeaPad Slim 3 82XQ0096IN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home) with ryzen 5 processor, 16GB RAM, integrated GPU, priced at $539.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"lenovo Lenovo V15 G3 IAP 82TT004VIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS) with core i5 processor, 8GB RAM, integrated GPU, priced at $545.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"asus Asus Vivobook 16X K3605ZC-MBN542WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics) with core i5 processor, 16GB RAM, dedicated GPU, priced at $911.88, 16.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"asus Asus Vivobook 16X K3605ZC-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics) with core i5 processor, 16GB RAM, dedicated GPU, priced at $911.88, 16.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"asus Asus Vivobook 16X K3605ZU-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6GB Graphics) with core i5 processor, 16GB RAM, dedicated GPU, priced at $1132.43, 16.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"msi MSI Thin GF63 11UC-1291IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph) with core i5 processor, 16GB RAM, dedicated GPU, priced at $755.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"lenovo Lenovo Thinkpad E15 21E6S0W700 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home) with core i3 processor, 8GB RAM, integrated GPU, priced at $569.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"msi MSI Katana 15 B12UDXK-1004IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph) with core i7 processor, 16GB RAM, dedicated GPU, priced at $1139.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"acer Acer TMP214-41-G3 UN.VSQSI.007 Notebook (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home) with ryzen 5 processor, 16GB RAM, integrated GPU, priced at $443.88, 14.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"acer Acer TMP214-41-G3 UN.VSQSI.006 Notebook (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home) with ryzen 5 processor, 8GB RAM, integrated GPU, priced at $503.88, 14.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"asus Asus VivoBook 15 X1504ZA-NJ326WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home) with core i3 processor, 8GB RAM, integrated GPU, priced at $491.11, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"asus Asus Vivobook Pro 15 OLED M6500QC-LK541WS Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph) with ryzen 5 processor, 16GB RAM, dedicated GPU, priced at $859.20, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"asus Asus Vivobook Go 14 2023 E1404FA-NK327WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home) with ryzen 3 processor, 8GB RAM, integrated GPU, priced at $407.88, 14.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"hp HP Omen 16-xf0043AX Gaming Laptop (AMD Ryzen 9 7940HS/ 32GB/ 1TB SSD/ Win11/ 8GB Graph) with ryzen 9 processor, 32GB RAM, dedicated GPU, priced at $2195.88, 16.1-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"dell Dell Vostro 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11) with core i3 processor, 8GB RAM, integrated GPU, priced at $449.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"dell Dell Inspiron 5430 IN54308DXWP001ORS1 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11) with core i7 processor, 16GB RAM, integrated GPU, priced at $1031.88, 14.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"asus Asus TUF Gaming F15 FX506HF-HN076W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph) with core i5 processor, 16GB RAM, dedicated GPU, priced at $695.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"hp HP Victus 15-fb1018AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph) with ryzen 5 processor, 8GB RAM, dedicated GPU, priced at $696.84, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"fujitsu Fujitsu UH-X 4ZR1L73352 2-in-1 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11) with core i7 processor, 16GB RAM, integrated GPU, priced at $1319.88, 14.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"hp HP 15S-EQ1550AU Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ Win 11) with ryzen 3 processor, 8GB RAM, integrated GPU, priced at $383.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"hp HP Omen 16-wf0056TX 834U0PA Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics) with core i7 processor, 16GB RAM, dedicated GPU, priced at $1835.88, 16.1-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"lenovo Lenovo IdeaPad Gaming 3i 82K101GTIN Laptop (11th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics) with core i5 processor, 8GB RAM, dedicated GPU, priced at $706.20, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"dell Dell Alienware x15 R2 D569947WIN9 Gaming Laptop (12th Gen Core i9/ 32 GB RAM/ 1 TB SSD/ Win 11/ 8 GB Graphics) with core i9 processor, 32GB RAM, dedicated GPU, priced at $2679.30, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"asus Asus Vivobook Pro 15 M6500QF-HN541WS Creator Laptop (AMD Ryzen 5 5600H/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics) with ryzen 5 processor, 16GB RAM, dedicated GPU, priced at $719.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"lenovo Lenovo IdeaPad Slim 5 14IAH8 83BF0045IN Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11) with core i5 processor, 16GB RAM, integrated GPU, priced at $767.88, 14.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"wings Wings Nuvobook S2 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11) with core i3 processor, 8GB RAM, integrated GPU, priced at $323.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"acer Acer Aspire 3 Spin 14 NX.KENSI.002 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home) with core i3 processor, 8GB RAM, integrated GPU, priced at $497.88, 14.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"lenovo Lenovo IdeaPad Slim 5 16IRL8 82XF003GIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11) with core i5 processor, 16GB RAM, integrated GPU, priced at $842.28, 16.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"lenovo Lenovo IdeaPad 3 15ITL6 82H803GSIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home) with core i3 processor, 8GB RAM, integrated GPU, priced at $440.28, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"lenovo Lenovo IdeaPad Slim 5 82XD003NIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11) with core i5 processor, 16GB RAM, integrated GPU, priced at $806.28, 14.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"infinix Infinix INBook X3 Slim Series XL422 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home) with core i7 processor, 16GB RAM, integrated GPU, priced at $539.88, 14.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"lenovo Lenovo V15 82KB00RJIH Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home) with core i5 processor, 16GB RAM, integrated GPU, priced at $563.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"dell Dell Inspiron 3530 2023 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11 Home) with core i3 processor, 8GB RAM, integrated GPU, priced at $550.44, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"dell Dell Inspiron 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11) with core i3 processor, 8GB RAM, integrated GPU, priced at $460.19, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"lenovo Lenovo IdeaPad Slim 5 16IRL8 82XF003JIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11) with core i7 processor, 16GB RAM, integrated GPU, priced at $1010.28, 16.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"lenovo Lenovo IdeaPad Slim 5i 82XD0040IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11) with core i7 processor, 16GB RAM, integrated GPU, priced at $1043.88, 14.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"dell Dell Inspiron 13 5330 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11) with core i7 processor, 16GB RAM, integrated GPU, priced at $1187.88, 13.3-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"dell Dell Inspiron 3525 Laptop (AMD Ryzen R3 5300U/ 8GB/ 512GB SSD/ Win11) with ryzen 3 processor, 8GB RAM, integrated GPU, priced at $395.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"dell Dell Inspiron 5330 2023 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11) with core i5 processor, 16GB RAM, integrated GPU, priced at $1049.88, 13.3-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"dell Dell Inspiron 3535 2023 Laptop (AMD Ryzen R5-7520U/ 8GB/ 1TB SSD/ Win11) with ryzen 5 processor, 8GB RAM, integrated GPU, priced at $575.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"dell Dell Inspiron 7430 2023 2 in 1 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11) with core i5 processor, 8GB RAM, integrated GPU, priced at $929.88, 14.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"dell Dell Vostro 3430 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11) with core i3 processor, 8GB RAM, integrated GPU, priced at $497.20, 14.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"hp HP Victus 15-FB0142AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph) with ryzen 5 processor, 16GB RAM, dedicated GPU, priced at $899.40, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"dell Dell Inspiron 7430 2 in 1 Touch Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11) with core i5 processor, 16GB RAM, integrated GPU, priced at $1047.48, 14.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"dell Dell Vostro 3430 VN3430RHXFG001ORB1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro) with core i5 processor, 8GB RAM, integrated GPU, priced at $725.88, 14.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"lenovo Lenovo Yoga 6 82WV0058IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home) with core i5 processor, 16GB RAM, integrated GPU, priced at $935.88, 14.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"asus Asus TUF Gaming F15 FX577ZC-HN192W Gaming Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 / 4GB Graph) with core i7 processor, 16GB RAM, dedicated GPU, priced at $1079.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"msi MSI Thin GF63 12VE-664IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph) with core i7 processor, 16GB RAM, dedicated GPU, priced at $1163.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"msi MSI Thin GF63 12VF-663IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph) with core i7 processor, 16GB RAM, dedicated GPU, priced at $1259.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"msi MSI Katana 17 B12VGK-672IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph) with core i7 processor, 16GB RAM, dedicated GPU, priced at $1799.88, 17.3-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"msi MSI Pulse 17 B13VGK-666IN Gaming Laptop (13th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph) with core i7 processor, 8GB RAM, dedicated GPU, priced at $1799.88, 17.3-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"msi MSI Katana 17 B12VFK-668IN Gaming Laptop (12th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph) with core i7 processor, 8GB RAM, dedicated GPU, priced at $1379.88, 17.3-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"msi MSI Thin GF63 11UCX-1497IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph) with core i5 processor, 8GB RAM, dedicated GPU, priced at $671.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"msi MSI Thin GF63 11UCX-1496IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph) with core i5 processor, 16GB RAM, dedicated GPU, priced at $707.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"msi MSI Thin GF63 11SC-1493IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph) with core i5 processor, 16GB RAM, dedicated GPU, priced at $671.88, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"msi MSI Pulse 17 B13VGK-652IN Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph) with core i9 processor, 16GB RAM, dedicated GPU, priced at $2399.88, 17.3-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"hp HP Victus 15-fa1064TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph) with core i7 processor, 16GB RAM, dedicated GPU, priced at $1432.80, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"hp HP Victus  15-fa1060TX  Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph) with core i5 processor, 16GB RAM, dedicated GPU, priced at $1199.99, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"lenovo Lenovo Ideapad Slim 3 15ITL05 81X800N1IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11) with core i3 processor, 8GB RAM, integrated GPU, priced at $450.00, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"hp HP Omen 16-u0023TX Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph) with core i9 processor, 32GB RAM, dedicated GPU, priced at $2871.59, 16.1-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"hp HP Omen 16-wf0052TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph) with core i5 processor, 16GB RAM, dedicated GPU, priced at $1591.19, 16.1-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"hp HP Victus 15-fb0153AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph) with ryzen 5 processor, 8GB RAM, dedicated GPU, priced at $611.99, 15.6-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"asus Asus VivoBook 14 2023 X1404ZA-NK321WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home) with core i3 processor, 8GB RAM, integrated GPU, priced at $451.06, 14.0-inch display",0
I am a CS student and need a heavy-duty laptop for engineering.,"asus Asus Vivobook 15 X1504ZA-NJ325WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11) with core i3 processor, 8GB RAM, integrated GPU, priced at $443.88, 15.6-inch display",0
